country_name,indicator_name,sex,age_group,age_categories,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ARGENTINA,unemployment rate by sex and age,FEMALE,15-24,youth,22.255,,25.574,26.945,27.87,28.522,34.984,,20.988,20.063,19.932
MONTENEGRO,UNEMPLOYMENT RATE BY SEX AND AGE,nan,under 15,CHILDREN,17.891,17.757,,15.367,15.244,14.673,17.472,17.119,15.702,14.651,
ERITREA,unemployment rate by sex and age,MALE,25+,ADULTS,3.23,3.356,3.433,3.476,,3.406,3.72,3.761,3.401,3.328,3.279
lithuania,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,nan,11.338,9.483,8.397,7.911,6.433,6.42,8.284,7.107,5.926,6.373,6.366
guam,UNEMPLOYMENT RATE BY SEX AND AGE,male,NAN,children,7.927,7.198,5.633,5.652,5.686,5.633,6.591,6.296,5.812,5.784,5.743
VANUATU,unemployment rate by sex and age,male,15-24,YOUTH,9.161,9.294,9.315,9.366,,9.556,9.033,9.621,9.17,9.166,9.081
LITHUANIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,adults,233.23047477058756,7.478,6.18,5.224,5.066,5.219,7.043,6.07,5.149,6.13,5.917
djibouti,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,adults,26.756,26.733,26.699,26.916,27.236,27.475,28.611,,28.027,27.729,27.576
united arab emirates,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,YOUTH,4.471,4.279,4.094,5.43,5.085,5.528,12.798,8.0,7.484,7.02,6.641
syrian arab republic,unemployment rate by sex and age,FEMALE,25+,adults,20.851,20.273,19.602,19.153,18.802,18.437,20.193,20.154,19.315,18.919,18.682
nan,NAN,NAN,15-24,nan,3.552,4.107,4.679,5.258,5.34,5.432,6.309,6.142,5.816,5.791,5.806
GUYANA,unemployment rate by sex and age,male,25+,adults,8.553,,9.173,9.423,9.635,9.294,11.187,10.703,8.371,6.739,6.08
yemen,unemployment rate by sex and age,male,under 15,CHILDREN,12.348,16.848,17.293,17.464,16.631,16.341,17.353,17.637,16.586,16.495,16.39
liberia,unemployment rate by sex and age,male,under 15,children,2.345,3.017,3.757,3.738,3.726,3.743,,4.863,3.671,3.465,3.384
kuwait,unemployment rate by sex and age,NAN,15-24,youth,14.43,14.13,9.148,,9.239,9.294,11.627,10.857,9.431,8.879,8.679
mauritius,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,ADULTS,3.308,2.968,2.688,2.755,2.222,2.443,5.955,5.429,3.296,1.952,1.459
"moldova, republic of",UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,NAN,1.099,1.329,0.971,1.336,1.07,1.168,0.955,0.498,0.691,1.184,
saint vincent and the grenadines,UNEMPLOYMENT RATE BY SEX AND AGE,male,25+,ADULTS,15.47,15.405,,15.443,15.535,15.87,17.461,17.414,,15.466,14.864
indonesia,unemployment rate by sex and age,male,15-24,youth,15.736,,15.963,14.704,,13.802,15.053,14.617,14.349,13.488,
honduras,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,17.595,19.484,20.879,17.149,15.793,16.254,26.169,21.358,19.253,18.999,18.983
germany,unemployment rate by sex and age,MALE,25+,adults,4.925,,4.076,3.744,3.421,3.142,3.847,3.589,465.9260602831068,2.818,3.002
EGYPT,unemployment rate by sex and age,female,15-24,youth,45.236,39.867,40.561,40.022,52.923,52.014,46.175,42.902,35.676,,37.586
colombia,nan,nan,15-24,YOUTH,,,14.525,14.53,15.639,16.768,21.726,19.629,,15.698,
madagascar,unemployment rate by sex and age,male,15-24,youth,2.805,545.1892685873537,3.697,3.709,3.734,3.753,4.627,4.608,,3.874,
BARBADOS,unemployment rate by sex and age,female,NAN,CHILDREN,12.65,8.974,8.65,8.776,8.532,,8.269,,7.358,164.64265165954762,6.603
GUINEA,unemployment rate by sex and age,male,NAN,ADULTS,5.215,5.371,4.946,4.588,4.476,4.777,,5.802,,5.19,5.125
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,YOUTH,14.672,12.839,11.017,10.53,10.185,9.113,11.613,,8.084,9.57,10.611
nan,nan,MALE,25+,adults,6.006,6.193,6.335,6.472,6.473,6.557,7.174,7.253,6.719,6.636,6.577
SUDAN,unemployment rate by sex and age,MALE,under 15,CHILDREN,12.351,11.843,11.791,11.874,11.977,12.117,13.435,13.455,12.168,15.216,15.101
vanuatu,UNEMPLOYMENT RATE BY SEX AND AGE,nan,15-24,nan,11.375,11.837,12.2,12.624,13.036,13.579,8.724,10.756,13.245,13.313,13.266
rwanda,unemployment rate by sex and age,NAN,UNDER 15,children,11.176,11.162,11.109,11.187,10.234,10.516,10.872,14.301,13.707,13.587,13.491
MAURITIUS,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,CHILDREN,5.374,5.298,4.53,4.652,4.428,4.117,7.602,7.113,4.922,3.481,
south sudan,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,11.838,11.698,12.437,12.714,12.443,11.994,,13.216,11.499,11.076,10.832
BULGARIA,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,nan,adults,11.512,9.032,7.555,5.936,5.296,4.299,4.994,4.984,4.133,3.786,
"MOLDOVA, REPUBLIC OF",nan,MALE,25+,ADULTS,1.773,2.078,2.087,1.725,1.286,1.664,1.276,1.028,1.022,,1.628
north macedonia,unemployment rate by sex and age,female,under 15,CHILDREN,29.128,25.378,23.248,22.408,20.56,18.562,16.181,14.713,12.524,12.628,12.259
SLOVENIA,UNEMPLOYMENT RATE BY SEX AND AGE,male,NAN,YOUTH,19.669,17.711,15.749,9.97,,7.335,12.776,11.589,8.638,9.15,8.951
BARBADOS,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,11.69,10.635,7.85,,,9.541,11.208,10.831,9.621,8.985,
nan,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,25+,adults,9.961,10.439,10.91,11.361,11.815,12.419,14.039,13.87,13.176,13.137,12.985
senegal,UNEMPLOYMENT RATE BY SEX AND AGE,nan,under 15,nan,8.901,7.314,4.764,3.623,4.341,3.044,3.464,3.457,3.208,3.148,3.063
ZAMBIA,NAN,FEMALE,15-24,youth,16.951,17.069,,16.683,8.041,8.188,,10.009,9.256,8.654,8.367
BOLIVIA,unemployment rate by sex and age,FEMALE,15-24,YOUTH,6.926,8.486,7.734,7.595,6.891,7.644,,8.908,6.908,7.875,8.171
RUSSIAN FEDERATION,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,14.489,17.282,17.478,,17.949,15.593,18.135,17.318,15.448,12.996,
NAN,unemployment rate by sex and age,female,UNDER 15,CHILDREN,30.664,29.465,29.34,29.534,29.776,,32.692,32.494,30.331,164.64265165954762,34.285
EL SALVADOR,unemployment rate by sex and age,MALE,25+,ADULTS,3.232,3.162,3.371,3.389,2.978,2.809,3.415,,2.042,1.908,1.87
ERITREA,unemployment rate by sex and age,FEMALE,25+,adults,4.548,4.601,4.615,4.607,478.69225733239847,4.519,4.623,4.91,4.592,4.508,4.467
ECUADOR,unemployment rate by sex and age,FEMALE,NAN,CHILDREN,4.141,4.521,5.848,4.928,4.391,4.591,7.359,5.781,4.456,4.341,4.301
montenegro,unemployment rate by sex and age,FEMALE,15-24,youth,35.669,34.635,34.799,33.205,23.749,24.385,39.997,33.036,26.408,25.377,24.411
uruguay,unemployment rate by sex and age,MALE,25+,ADULTS,2.877,3.753,3.941,,4.09,4.331,5.355,4.58,4.319,,4.657
INDONESIA,unemployment rate by sex and age,female,25+,adults,1.453,1.923,1.539,1.423,1.906,1.474,1.821,1.425,465.9260602831068,1.24,1.222
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,nan,ADULTS,4.676,4.798,,4.888,4.861,4.978,5.62,5.881,5.894,5.865,5.835
SURINAME,unemployment rate by sex and age,MALE,15-24,YOUTH,7.595,8.581,,17.832,17.471,17.17,20.093,19.438,,,17.654
SOLOMON ISLANDS,unemployment rate by sex and age,FEMALE,UNDER 15,children,,0.751,0.751,0.743,0.739,0.759,0.881,0.947,1.659,1.655,1.636
mongolia,unemployment rate by sex and age,female,25+,NAN,3.35,3.106,4.312,4.131,3.549,4.159,5.16,6.177,4.536,,3.285
NEW CALEDONIA,unemployment rate by sex and age,MALE,25+,adults,9.779,8.816,7.867,6.837,7.883,7.866,9.855,,7.891,7.653,7.592
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,14.173,14.485,14.439,14.843,15.127,15.384,16.431,16.833,15.449,,
SLOVAKIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,11.942,11.895,9.783,7.631,6.496,5.245,6.418,6.466,5.686,5.39,5.302
thailand,unemployment rate by sex and age,NAN,UNDER 15,NAN,0.564,0.611,0.712,0.841,,0.736,1.089,1.242,1.059,1.015,
nan,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,8.148,7.292,6.87,5.41,,3.744,3.846,3.723,3.383,3.057,2.769
MADAGASCAR,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,25+,adults,0.746,0.935,0.922,0.923,0.929,0.932,1.323,1.371,1.054,1.016,0.989
argentina,unemployment rate by sex and age,FEMALE,UNDER 15,children,8.393,,9.225,,,10.712,12.39,9.858,7.689,7.583,7.394
KENYA,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,children,2.606,2.596,2.584,3.364,4.08,4.773,4.696,3.878,3.795,3.774,3.743
djibouti,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,36.384,36.106,35.896,35.969,36.127,36.196,38.015,38.097,,36.27,35.947
nan,UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,5.227,5.237,5.386,5.533,5.57,5.53,6.629,6.557,5.536,5.326,5.291
IRAQ,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,21.813,22.165,22.125,30.738,29.646,28.717,29.188,28.194,29.458,30.37,30.834
bangladesh,unemployment rate by sex and age,nan,25+,ADULTS,,5.988,5.654,4.275,4.286,4.304,5.06,5.244,4.377,4.365,4.42
brunei darussalam,unemployment rate by sex and age,female,UNDER 15,CHILDREN,7.863,8.57,9.278,9.98,10.055,7.865,8.848,6.39,5.994,5.987,5.846
tajikistan,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,CHILDREN,,8.42,7.815,7.81,7.803,7.799,8.324,8.504,7.926,7.814,7.934
libya,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,,13.637,13.425,13.05,12.938,13.056,13.75,13.762,13.24,12.369,11.933
EL SALVADOR,unemployment rate by sex and age,FEMALE,15-24,youth,9.106,9.926,9.951,12.134,11.503,,14.79,14.114,11.157,10.319,253.06001403432947
NEPAL,unemployment rate by sex and age,female,25+,ADULTS,9.068,9.055,9.045,,,9.114,11.026,10.92,465.9260602831068,9.789,9.852
NORWAY,NAN,nan,under 15,CHILDREN,3.702,4.564,5.364,4.581,4.031,3.954,4.679,4.561,3.371,3.617,3.598
POLAND,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,CHILDREN,,7.709,6.226,4.912,,3.6,3.287,3.387,,2.718,
ecuador,unemployment rate by sex and age,FEMALE,15-24,youth,,11.54,14.1,11.452,10.413,,15.022,12.936,11.048,9.702,9.943
"hong kong, china",NAN,FEMALE,15-24,youth,,9.561,8.563,7.959,7.561,6.553,13.678,10.357,,9.472,9.092
UZBEKISTAN,unemployment rate by sex and age,NAN,25+,ADULTS,3.212,,3.379,3.886,4.185,4.545,5.461,5.332,4.858,4.699,4.717
romania,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,4.786,4.568,3.919,3.026,2.644,2.478,,4.036,465.9260602831068,3.956,3.857
PUERTO RICO,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,10.024,8.574,8.517,7.867,6.764,6.152,6.547,6.002,4.497,4.662,4.511
vanuatu,unemployment rate by sex and age,male,25+,NAN,2.762,2.785,,2.727,2.706,2.731,,2.8,2.593,2.575,253.06001403432947
hungary,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,ADULTS,6.924,6.345,4.506,4.018,3.52,3.015,3.845,3.52,,3.541,3.591
NAMIBIA,unemployment rate by sex and age,FEMALE,15-24,YOUTH,,46.704,51.623,418.26368667504937,38.546,38.843,42.656,41.522,39.686,39.159,38.887
GUYANA,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,25+,adults,9.717,9.997,10.21,10.405,10.546,9.343,,,8.619,7.515,6.99
colombia,unemployment rate by sex and age,female,under 15,children,11.304,11.118,11.469,11.759,12.028,13.127,20.516,18.169,13.25,11.82,11.679
AUSTRALIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,CHILDREN,6.172,6.076,5.78,5.665,5.321,5.107,6.354,5.014,3.626,3.523,3.733
SOMALIA,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,13.296,12.901,12.81,12.956,,13.239,13.827,,13.584,,13.491
TURKMENISTAN,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,2.472,2.479,2.486,2.493,2.496,2.499,2.75,2.796,2.546,2.527,2.582
MALI,unemployment rate by sex and age,female,25+,adults,1.116,0.993,0.945,1.101,1.266,1.515,1.791,1.743,2.437,2.486,2.473
guatemala,nan,female,25+,ADULTS,1.578,1.273,1.72,2.004,1.389,1.977,2.602,2.015,2.861,3.105,
china,unemployment rate by sex and age,male,NAN,youth,11.441,11.613,11.483,11.316,10.482,11.567,13.684,13.353,15.969,17.353,17.459
armenia,unemployment rate by sex and age,female,25+,adults,9.206,9.268,9.344,9.447,9.544,8.984,8.567,6.342,5.218,5.212,5.248
TIMOR-LESTE,unemployment rate by sex and age,MALE,25+,adults,1.607,1.534,1.445,1.439,1.427,1.372,1.517,1.562,1.115,1.067,1.025
NAN,unemployment rate by sex and age,male,UNDER 15,CHILDREN,2.919,2.488,2.545,3.267,3.276,2.512,4.167,3.499,2.69,164.64265165954762,1.839
senegal,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,6.633,6.141,3.651,3.873,2.647,2.711,3.25,3.238,2.869,,2.72
india,unemployment rate by sex and age,MALE,UNDER 15,CHILDREN,7.933,7.853,7.775,7.7,478.69225733239847,6.656,8.229,6.717,4.905,4.963,4.983
TONGA,unemployment rate by sex and age,male,15-24,YOUTH,2.881,3.043,,3.279,3.452,3.577,3.989,4.226,,4.365,4.172
CABO VERDE,unemployment rate by sex and age,FEMALE,15-24,youth,28.366,30.39,32.359,34.551,,32.518,39.862,37.424,34.846,34.004,33.74
BURKINA FASO,unemployment rate by sex and age,male,under 15,CHILDREN,4.134,4.435,4.613,4.702,4.744,4.763,5.313,5.499,,5.068,4.987
SERBIA,nan,MALE,UNDER 15,children,18.318,16.799,14.585,12.837,11.95,9.836,8.686,9.285,8.439,7.882,6.726
india,nan,nan,25+,ADULTS,5.581,5.434,5.301,,5.071,3.69,4.333,3.597,2.796,2.36,2.28
BENIN,UNEMPLOYMENT RATE BY SEX AND AGE,female,under 15,children,2.05,2.062,2.105,2.021,,1.634,,2.052,1.756,1.688,1.656
syrian arab republic,unemployment rate by sex and age,female,nan,YOUTH,55.683,55.428,54.581,53.844,53.139,52.395,58.048,,53.334,,52.587
CHINA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,adults,3.211,3.274,3.25,3.214,3.168,3.33,3.612,3.204,3.395,3.312,3.318
ALGERIA,unemployment rate by sex and age,female,25+,NAN,11.913,12.301,14.918,17.576,17.879,18.138,20.163,19.887,18.914,18.625,
KENYA,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,1.345,1.348,291.2396381903166,1.989,2.585,3.165,3.294,2.935,2.815,2.696,2.609
finland,unemployment rate by sex and age,male,25+,adults,7.469,7.804,7.347,7.261,6.161,5.643,6.065,6.898,6.121,6.479,6.588
cameroon,UNEMPLOYMENT RATE BY SEX AND AGE,female,under 15,children,4.047,545.1892685873537,4.038,4.103,4.156,4.19,4.476,4.661,4.329,4.241,4.196
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,15-24,youth,12.57,12.395,12.591,12.787,12.978,13.125,15.703,14.383,12.924,12.727,12.6
THAILAND,unemployment rate by sex and age,male,25+,ADULTS,0.319,0.334,0.365,0.466,0.43,0.387,0.703,0.793,0.533,0.458,0.412
singapore,unemployment rate by sex and age,MALE,UNDER 15,CHILDREN,3.478,3.656,3.787,4.032,3.442,2.935,,4.355,,3.036,3.3
oman,unemployment rate by sex and age,male,nan,NAN,,0.736,0.653,0.5,0.346,0.403,0.624,0.46,,0.293,0.254
SPAIN,unemployment rate by sex and age,FEMALE,UNDER 15,children,25.428,,21.389,19.027,17.02,15.99,17.43,16.718,14.771,13.982,14.067
CAMBODIA,NAN,female,15-24,YOUTH,233.23047477058756,0.999,,0.44,0.452,0.469,0.56,1.009,0.881,0.815,0.79
latvia,UNEMPLOYMENT RATE BY SEX AND AGE,male,nan,children,11.849,11.085,10.891,9.756,478.69225733239847,7.191,9.124,8.461,465.9260602831068,164.64265165954762,7.861
austria,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,under 15,CHILDREN,5.427,5.371,291.2396381903166,5.099,4.728,4.422,5.02,6.402,4.799,5.066,5.491
SURINAME,unemployment rate by sex and age,nan,under 15,CHILDREN,3.579,4.379,5.709,5.676,5.508,5.398,,,5.89,5.694,5.452
CABO VERDE,nan,FEMALE,under 15,CHILDREN,12.084,12.371,12.556,12.76,11.553,11.533,13.628,13.286,11.827,11.486,11.319
HUNGARY,UNEMPLOYMENT RATE BY SEX AND AGE,male,UNDER 15,CHILDREN,,6.618,5.115,3.816,478.69225733239847,3.357,4.062,,3.722,164.64265165954762,4.11
nan,unemployment rate by sex and age,male,15-24,YOUTH,10.907,11.576,12.359,10.968,9.658,9.501,11.416,11.79,10.378,10.136,10.943
COSTA RICA,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,20.825,,17.875,17.816,21.133,,33.532,33.306,26.276,22.663,23.13
argentina,unemployment rate by sex and age,MALE,under 15,NAN,6.495,6.8,7.285,7.543,8.241,9.199,10.776,7.912,6.15,6.287,6.257
suriname,unemployment rate by sex and age,NAN,25+,adults,9.034,9.861,6.59,6.562,6.371,6.248,7.205,7.178,7.064,164.64265165954762,6.733
nan,unemployment rate by sex and age,FEMALE,15-24,YOUTH,1.759,,3.083,4.494,2.082,1.398,5.922,10.906,9.162,9.221,
lao people's democratic republic,nan,male,UNDER 15,children,2.398,2.831,3.281,3.731,3.776,3.842,4.515,4.785,4.374,4.339,4.333
tajikistan,unemployment rate by sex and age,FEMALE,15-24,youth,15.726,14.368,12.581,12.541,12.596,12.086,14.086,14.754,13.805,13.523,13.575
SOLOMON ISLANDS,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,nan,children,0.697,0.702,0.702,0.694,0.69,,,0.928,1.562,1.551,1.529
KUWAIT,unemployment rate by sex and age,female,15-24,YOUTH,17.585,20.936,29.574,29.676,,,36.29,33.836,29.51,28.885,28.696
canada,unemployment rate by sex and age,female,25+,ADULTS,5.591,5.515,5.51,5.309,4.88,4.561,7.88,6.483,4.508,4.552,5.129
mozambique,UNEMPLOYMENT RATE BY SEX AND AGE,nan,nan,YOUTH,6.761,7.037,7.142,,,7.462,8.328,8.341,7.671,7.463,7.465
GAMBIA,UNEMPLOYMENT RATE BY SEX AND AGE,nan,15-24,YOUTH,10.505,9.981,9.459,8.682,,7.94,9.312,295.40519255507814,8.286,8.035,7.894
cyprus,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,UNDER 15,children,15.227,14.89,,11.365,8.889,8.11,7.826,8.014,7.767,6.514,6.481
NAN,unemployment rate by sex and age,FEMALE,25+,ADULTS,,0.783,0.782,0.83,0.863,0.874,0.903,1.099,0.933,0.927,0.908
portugal,unemployment rate by sex and age,FEMALE,15-24,youth,35.402,34.522,28.792,25.543,20.85,21.41,24.451,26.377,20.419,18.727,19.041
CENTRAL AFRICAN REPUBLIC,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,nan,,5.281,5.349,5.436,5.37,5.415,5.982,6.044,5.566,5.497,5.442
albania,unemployment rate by sex and age,FEMALE,25+,ADULTS,13.6,14.499,12.142,418.26368667504937,,9.662,10.743,10.736,,9.66,9.488
south america,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,15-24,youth,12.45,14.226,,19.196,19.197,,22.425,19.728,15.368,14.064,14.115
channel islands,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,NAN,6.921,6.798,6.535,6.146,5.828,5.66,5.835,5.937,5.434,5.368,5.41
portugal,unemployment rate by sex and age,female,under 15,children,14.332,12.752,11.173,9.351,7.432,7.143,7.063,6.902,6.482,6.888,7.045
BELARUS,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,CHILDREN,4.319,4.261,,4.053,3.568,3.206,3.314,3.075,,2.823,2.793
SAINT LUCIA,UNEMPLOYMENT RATE BY SEX AND AGE,female,25+,adults,17.542,,16.242,15.664,16.499,13.774,18.127,17.704,16.04,12.957,14.057
cuba,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,15-24,youth,6.615,6.295,5.181,4.803,4.469,3.298,3.106,,3.379,,2.988
BOTSWANA,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,31.301,32.385,,,34.539,35.579,39.342,39.017,37.346,38.63,39.253
south sudan,unemployment rate by sex and age,male,15-24,NAN,21.027,20.891,21.955,22.282,21.77,20.999,23.498,22.661,19.87,19.044,18.618
new caledonia,unemployment rate by sex and age,FEMALE,under 15,CHILDREN,15.595,14.906,14.248,13.47,11.807,11.574,12.921,12.469,11.732,11.543,11.472
CONGO,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,25+,adults,,13.387,13.75,14.147,14.219,13.884,433.4241205489025,15.46,13.499,12.917,12.533
BURUNDI,unemployment rate by sex and age,MALE,25+,ADULTS,1.435,1.38,1.221,1.077,0.934,0.794,0.793,0.918,0.638,0.609,0.57
equatorial guinea,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,YOUTH,14.453,14.75,14.856,15.175,14.932,15.081,16.669,,15.071,14.941,14.885
estonia,UNEMPLOYMENT RATE BY SEX AND AGE,female,UNDER 15,children,6.808,6.133,6.064,,,4.847,6.619,5.545,5.057,6.792,7.766
belarus,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,nan,8.767,8.673,8.561,7.309,8.414,7.39,10.155,9.593,,9.095,8.726
MALAYSIA,unemployment rate by sex and age,male,25+,ADULTS,1.437,1.529,1.825,1.833,1.779,,3.209,2.812,2.456,,2.455
"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",unemployment rate by sex and age,female,nan,CHILDREN,3.009,3.062,3.101,3.053,,2.953,,3.339,3.223,3.153,3.097
TOGO,UNEMPLOYMENT RATE BY SEX AND AGE,male,15-24,youth,3.944,545.1892685873537,8.038,418.26368667504937,12.131,12.208,13.545,,12.356,11.942,11.83
viet nam,nan,FEMALE,15-24,YOUTH,4.807,6.529,6.783,7.017,478.69225733239847,5.326,7.456,6.837,5.955,6.126,6.202
NIGERIA,unemployment rate by sex and age,MALE,15-24,YOUTH,9.417,,10.644,11.317,11.773,11.996,,8.929,5.893,5.669,5.548
MAURITANIA,NAN,female,under 15,children,233.23047477058756,11.877,11.805,11.543,13.411,,15.933,16.188,15.631,,15.194
NAMIBIA,UNEMPLOYMENT RATE BY SEX AND AGE,nan,25+,adults,15.622,16.933,,,15.265,15.395,16.076,16.42,15.687,15.402,15.227
benin,unemployment rate by sex and age,MALE,NAN,children,1.587,1.587,,1.519,1.247,1.156,1.431,1.564,,1.179,1.145
SOUTH AMERICA,unemployment rate by sex and age,female,25+,ADULTS,5.656,6.404,7.715,8.349,8.36,8.608,11.304,,7.694,6.775,6.605
PUERTO RICO,unemployment rate by sex and age,FEMALE,UNDER 15,CHILDREN,11.33,9.647,9.475,8.657,7.359,6.638,7.001,,4.821,4.986,253.06001403432947
GHANA,unemployment rate by sex and age,FEMALE,15-24,YOUTH,233.23047477058756,13.7,10.24,6.155,6.024,5.928,,6.535,6.42,,6.499
ISRAEL,UNEMPLOYMENT RATE BY SEX AND AGE,female,NAN,children,5.806,5.313,4.858,4.241,3.883,3.846,3.971,4.727,3.581,3.264,3.721
VIET NAM,NAN,FEMALE,15-24,youth,4.807,6.529,6.783,7.017,4.349,5.326,7.456,6.837,5.955,6.126,6.202
chile,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,25+,ADULTS,5.337,5.622,5.945,6.093,6.538,6.647,,8.428,7.837,8.298,8.596
italy,unemployment rate by sex and age,FEMALE,UNDER 15,CHILDREN,13.794,12.692,,,11.769,11.101,10.19,10.625,9.352,8.751,253.06001403432947
russian federation,unemployment rate by sex and age,female,UNDER 15,children,4.82,5.307,,5.05,4.783,4.335,5.533,4.797,3.961,164.64265165954762,3.205
"macau, china",UNEMPLOYMENT RATE BY SEX AND AGE,male,under 15,children,1.937,2.012,2.348,2.385,,2.161,2.922,,2.705,1.81,1.206
NICARAGUA,UNEMPLOYMENT RATE BY SEX AND AGE,FEMALE,15-24,youth,12.9,12.6,9.999,8.256,12.471,13.095,14.937,14.642,,12.292,12.157
channel islands,unemployment rate by sex and age,female,under 15,children,8.458,8.189,7.827,7.28,6.761,6.582,6.966,7.064,6.371,6.268,6.285
central african republic,UNEMPLOYMENT RATE BY SEX AND AGE,NAN,under 15,CHILDREN,6.767,6.914,291.2396381903166,6.932,6.811,6.884,7.48,,7.276,7.17,7.1
NAN,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,under 15,CHILDREN,233.23047477058756,,5.509,5.014,4.167,4.184,4.731,,4.264,4.188,
URUGUAY,unemployment rate by sex and age,FEMALE,15-24,YOUTH,,26.263,28.787,30.582,30.718,32.713,38.842,35.183,26.967,28.301,28.827
sweden,nan,FEMALE,under 15,CHILDREN,7.687,7.288,6.586,6.441,6.234,6.956,8.285,9.048,7.909,7.728,8.661
tonga,unemployment rate by sex and age,MALE,under 15,CHILDREN,1.397,1.471,1.487,1.548,1.631,1.614,2.034,1.796,1.959,1.88,
belarus,nan,MALE,nan,youth,,12.743,12.747,11.341,12.74,12.964,13.822,11.332,10.676,10.659,10.833
honduras,unemployment rate by sex and age,male,15-24,NAN,9.289,6.844,8.48,7.63,7.683,7.638,11.031,10.214,8.45,8.255,8.247
BHUTAN,unemployment rate by sex and age,male,15-24,YOUTH,8.257,7.993,10.182,12.491,14.939,9.813,19.195,17.173,25.473,25.725,26.148
LIBERIA,unemployment rate by sex and age,male,25+,adults,2.496,3.302,4.196,4.172,4.158,4.177,5.934,5.481,4.101,3.889,3.802
ITALY,unemployment rate by sex and age,MALE,15-24,youth,233.23047477058756,38.839,36.475,32.978,30.422,27.765,27.926,27.706,22.307,21.154,21.926
tunisia,UNEMPLOYMENT RATE BY SEX AND AGE,MALE,UNDER 15,children,11.457,12.39,12.365,12.379,12.495,,,15.079,14.304,,
jamaica,unemployment rate by sex and age,male,15-24,YOUTH,20.063,20.161,,17.835,15.129,12.639,17.79,16.18,15.951,16.091,15.831
TONGA,unemployment rate by sex and age,male,25+,adults,1.096,1.156,,1.212,1.284,1.239,1.66,295.40519255507814,,1.396,1.358
ghana,unemployment rate by sex and age,MALE,15-24,NAN,9.38,14.789,291.2396381903166,6.487,6.339,6.232,6.792,6.784,6.762,6.856,6.921
